13/02/2023,3266,143
14/02/2023,1383,142
15/02/2023,1553,141
16/02/2023,1659,140
17/02/2023,1615,139
18/02/2023,2798,138
19/02/2023,392,137
20/02/2023,1350,136
21/02/2023,647,135
22/02/2023,741,134
23/02/2023,880,133
24/02/2023,969,132
25/02/2023,2156,131
26/02/2023,1342,130
27/02/2023,521,129
28/02/2023,660,128
01/03/2023,584,127
02/03/2023,555,126
03/03/2023,681,125
04/03/2023,1656,124
05/03/2023,274,123
06/03/2023,1592,122
07/03/2023,364,121
08/03/2023,531,120
09/03/2023,417,119
10/03/2023,577,118
11/03/2023,1317,117
12/03/2023,351,116
13/03/2023,808,115
14/03/2023,412,114
15/03/2023,555,113
16/03/2023,481,112
17/03/2023,550,111
18/03/2023,1223,110
19/03/2023,175,109
20/03/2023,-816,108
21/03/2023,335,107
22/03/2023,359,106
23/03/2023,357,105
24/03/2023,393,104
25/03/2023,1037,103
26/03/2023,193,102
27/03/2023,592,101
28/03/2023,246,100
29/03/2023,295,99
30/03/2023,148,98
31/03/2023,358,97
01/04/2023,471,96
02/04/2023,46,95
03/04/2023,0,94
04/04/2023,0,93
05/04/2023,0,92
06/04/2023,0,91
07/04/2023,0,90
08/04/2023,0,89
09/04/2023,0,88
10/04/2023,0,87
11/04/2023,0,86
12/04/2023,0,85
13/04/2023,0,84
14/04/2023,0,83
15/04/2023,0,82
16/04/2023,0,81
17/04/2023,0,80
18/04/2023,0,79
19/04/2023,0,78
20/04/2023,0,77
21/04/2023,0,76
22/04/2023,0,75
23/04/2023,0,74
24/04/2023,0,73
25/04/2023,0,72
26/04/2023,0,71
27/04/2023,0,70
28/04/2023,0,69
29/04/2023,0,68
30/04/2023,0,67
01/05/2023,0,66
02/05/2023,0,65
03/05/2023,0,64
04/05/2023,0,63
05/05/2023,0,62
06/05/2023,0,61
07/05/2023,0,60
08/05/2023,0,59
09/05/2023,0,58
10/05/2023,0,57
11/05/2023,0,56
12/05/2023,0,55
13/05/2023,0,54
14/05/2023,0,53
15/05/2023,0,52
16/05/2023,0,51
17/05/2023,0,50
18/05/2023,0,49
19/05/2023,0,48
20/05/2023,0,47
21/05/2023,0,46
22/05/2023,0,45
23/05/2023,0,44
24/05/2023,0,43
25/05/2023,0,42
26/05/2023,0,41
27/05/2023,0,40
28/05/2023,0,39
29/05/2023,0,38
30/05/2023,0,37
31/05/2023,0,36
01/06/2023,0,35
02/06/2023,0,34
03/06/2023,0,33
04/06/2023,0,32
05/06/2023,0,31
06/06/2023,0,30
07/06/2023,0,29
08/06/2023,0,28
09/06/2023,0,27
10/06/2023,0,26
11/06/2023,0,25
12/06/2023,0,24
13/06/2023,0,23
14/06/2023,0,22
15/06/2023,0,21
16/06/2023,0,20
17/06/2023,0,19
18/06/2023,0,18
19/06/2023,0,17
20/06/2023,0,16
21/06/2023,0,15
22/06/2023,0,14
23/06/2023,0,13
24/06/2023,0,12
25/06/2023,0,11
26/06/2023,0,10
27/06/2023,0,9
28/06/2023,0,8
29/06/2023,0,7
30/06/2023,0,6
01/07/2023,0,5
02/07/2023,0,4
03/07/2023,0,3
04/07/2023,0,2
05/07/2023,0,1
