"","y.np","y.time","y.value","S.np","S.time","S.value","E.np","E.time","E.value","I.np","I.time","I.value","R.np","R.time","R.value","x.np","x.time","x.value","Z.np","Z.time","Z.value","k.np","k.value","gamma.np","gamma.value","sigma.np","sigma.value","E0.np","E0.value","I0.np","I0.value","R0.np","R0.value","x0.np","x0.value","tau.np","tau.value","clock","e.np","e.time","e.value","loglikelihood.np","loglikelihood.value","logprior.np","logprior.value"
"11",0,77,6226.34758798969,0,77,36118092,0,77,11200.08984375,0,77,7379.05322265625,0,77,16059707,0,77,0.266429156064987,0,77,63798.796875,10,1.5908008813858,10,0.973202228546143,10,0.0540925860404968,10,-10.9225854873657,10,-11.3666210174561,10,0.27236419916153,10,0.772523105144501,10,0.132890418171883,6239,0,77,0.641961336135864,10,-352.219482421875,10,-1.36976301670074
"12",0,84,6131.75397494266,0,84,36064504,0,84,12433.9736328125,0,84,7706.4892578125,0,84,16111736,0,84,0.416900813579559,0,84,52356.65625,11,1.5921733379364,11,0.988087952136993,11,0.0550002120435238,11,-10.7912368774414,11,-11.772068977356,11,0.279144257307053,11,0.752032279968262,11,0.134717524051666,6239,0,84,0.722640514373779,11,-351.725006103516,11,-1.1498316526413
"13",0,91,6251.00007275198,0,91,35998148,0,91,16458.697265625,0,91,9819.72265625,0,91,16171952,0,91,0.462041735649109,0,91,62329.09765625,12,1.5921733379364,12,0.988087952136993,12,0.0550002120435238,12,-10.7912368774414,12,-11.772068977356,12,0.279144257307053,12,0.752032279968262,12,0.134717524051666,6239,0,91,-1.80618357658386,12,-351.725006103516,12,-1.1498316526413
"14",0,98,8805.42235064642,0,98,35916404,0,98,19539.74609375,0,98,11814.6884765625,0,98,16248621,0,98,0.450238019227982,0,98,78663.8125,13,1.5921733379364,13,0.988087952136993,13,0.0550002120435238,13,-10.7912368774414,13,-11.772068977356,13,0.279144257307053,13,0.752032279968262,13,0.134717524051666,6239,0,98,-1.04754793643951,13,-351.725006103516,13,-1.1498316526413
"15",0,105,7978.65913916481,0,105,35808832,0,105,27042.607421875,0,105,15817.8720703125,0,105,16344687,0,105,0.569495439529419,0,105,100069.4140625,14,1.59495651721954,14,0.979929566383362,14,0.0544472523033619,14,-10.6395444869995,14,-11.8292026519775,14,0.278986513614655,14,0.846612632274628,14,0.132339134812355,6239,0,105,0.104632697999477,14,-352.118743896484,14,-1.31295490264893
"16",0,112,14648.7464640247,0,112,35627488,0,112,48467.99609375,0,112,27514.541015625,0,112,16492910,0,112,0.664550364017487,0,112,159919.546875,15,1.59495651721954,15,0.979929566383362,15,0.0544472523033619,15,-10.6395444869995,15,-11.8292026519775,15,0.278986513614655,15,0.846612632274628,15,0.132339134812355,6239,0,112,1.06588459014893,15,-352.118743896484,15,-1.31295490264893
"17",0,119,24683.2611227011,0,119,35335836,0,119,66743.5546875,0,119,41780.09375,0,119,16752021,0,119,0.363406628370285,0,119,273376.6875,16,1.59495651721954,16,0.979929566383362,16,0.0544472523033619,16,-10.6395444869995,16,-11.8292026519775,16,0.278986513614655,16,0.846612632274628,16,0.132339134812355,6239,0,119,-1.18226587772369,16,-352.118743896484,16,-1.31295490264893
"18",0,126,28878.9463441757,0,126,35014996,0,126,78723.2734375,0,126,46954.03125,0,126,17055706,0,126,0.544804275035858,0,126,308859.8125,17,1.59495651721954,17,0.979929566383362,17,0.0544472523033619,17,-10.6395444869995,17,-11.8292026519775,17,0.278986513614655,17,0.846612632274628,17,0.132339134812355,6239,0,126,0.43127503991127,17,-352.118743896484,17,-1.31295490264893
"19",0,133,63645.7459163086,0,133,34520108,0,133,126883.984375,0,133,73656.703125,0,133,17475732,0,133,0.617998659610748,0,133,446728.09375,18,1.59495651721954,18,0.979929566383362,18,0.0544472523033619,18,-10.6395444869995,18,-11.8292026519775,18,0.278986513614655,18,0.846612632274628,18,0.132339134812355,6239,0,133,0.0200917180627584,18,-352.118743896484,18,-1.31295490264893
"20",0,140,63532.6252822603,0,140,33800684,0,140,168983.703125,0,140,104935.046875,0,140,18121778,0,140,0.414926379919052,0,140,677324.125,19,1.59495651721954,19,0.979929566383362,19,0.0544472523033619,19,-10.6395444869995,19,-11.8292026519775,19,0.278986513614655,19,0.846612632274628,19,0.132339134812355,6239,0,140,-1.69578611850739,19,-352.118743896484,19,-1.31295490264893
"21",0,147,59710.3567955907,0,147,33198620,0,147,127804.03125,0,147,81878.828125,0,147,18788078,0,147,0.437431156635284,0,147,643243,0,1.5732753276825,0,0.981571674346924,0,0.0502860881388187,0,-11.3889226913452,0,-10.9522132873535,0,0.249077677726746,0,0.655368387699127,0,0.137273520231247,6239,0,147,1.69688713550568,0,-360.823455810547,0,-1.45133495330811
"22",0,154,55380.0982952623,0,154,32713462,0,154,105121.3046875,0,154,66729.6796875,0,154,19311068,0,154,0.451098829507828,0,154,507841.3125,1,1.58327913284302,1,0.998254776000977,1,0.0508879423141479,1,-11.2332611083984,1,-10.8377285003662,1,0.257988750934601,1,0.750979661941528,1,0.120997041463852,6239,0,154,0.43555936217308,1,-353.619506835938,1,-0.931972503662109
"23",0,161,36751.1181081084,0,161,32299090,0,161,86271.2109375,0,161,56794.33984375,0,161,19754224,0,161,0.314666360616684,0,161,433221.625,2,1.58327913284302,2,0.998254776000977,2,0.0508879423141479,2,-11.2332611083984,2,-10.8377285003662,2,0.257988750934601,2,0.750979661941528,2,0.120997041463852,6239,0,161,-1.27697002887726,2,-353.619506835938,2,-0.931972503662109
"24",0,168,33621.3901811869,0,168,32024136,0,168,56873.07421875,0,168,36974.1875,0,168,20078398,0,168,0.381522238254547,0,168,304352.625,3,1.58022522926331,3,0.979599893093109,3,0.0521773882210255,3,-11.1478052139282,3,-11.1142930984497,3,0.259267270565033,3,0.74617612361908,3,0.118252374231815,6239,0,168,-0.83629846572876,3,-355.081634521484,3,-1.30314993858337
"25",0,175,23485.0348950528,0,175,31839380,0,175,38301.1953125,0,175,24628.12890625,0,175,20294070,0,175,0.452564209699631,0,175,203326.25,4,1.58022522926331,4,0.979599893093109,4,0.0521773882210255,4,-11.1478052139282,4,-11.1142930984497,4,0.259267270565033,4,0.74617612361908,4,0.118252374231815,6239,0,175,0.521117210388184,4,-355.081634521484,4,-1.30314993858337
"26",0,182,18511.9957329589,0,182,31694792,0,182,32045.103515625,0,182,19879.818359375,0,182,20449662,0,182,0.590793371200562,0,182,150844.203125,5,1.58566701412201,5,0.954616010189056,5,0.0519945845007896,5,-11.3243656158447,5,-10.962140083313,5,0.275441974401474,5,0.752821743488312,5,0.118171155452728,6239,0,182,2.35221338272095,5,-352.420654296875,5,-1.79296863079071
"27",0,189,16140.9942494656,0,189,31568840,0,189,24792.083984375,0,189,16602.931640625,0,189,20586146,0,189,0.303920924663544,0,189,133206.640625,6,1.58566701412201,6,0.954616010189056,6,0.0519945845007896,6,-11.3243656158447,6,-10.962140083313,6,0.275441974401474,6,0.752821743488312,6,0.118171155452728,6239,0,189,-0.916051805019379,6,-352.420654296875,6,-1.79296863079071
"28",0,196,10248.0119808751,0,196,31487036,0,196,16101.6455078125,0,196,10705.9365234375,0,196,20682536,0,196,0.356124430894852,0,196,90493.140625,7,1.58566701412201,7,0.954616010189056,7,0.0519945845007896,7,-11.3243656158447,7,-10.962140083313,7,0.275441974401474,7,0.752821743488312,7,0.118171155452728,6239,0,196,-0.164289191365242,7,-352.420654296875,7,-1.79296863079071
"29",0,203,5332.45214218889,0,203,31437276,0,203,10529.658203125,0,203,6699.17919921875,0,203,20741874,0,203,0.502307176589966,0,203,55332.00390625,8,1.58566701412201,8,0.954616010189056,8,0.0519945845007896,8,-11.3243656158447,8,-10.962140083313,8,0.275441974401474,8,0.752821743488312,8,0.118171155452728,6239,0,203,0.81507009267807,8,-352.420654296875,8,-1.79296863079071
"30",0,210,3711.50614406652,0,210,31398890,0,210,7803.890625,0,210,5108.2607421875,0,210,20784578,0,210,0.415794938802719,0,210,41111.7421875,9,1.58872365951538,9,0.962869107723236,9,0.0526601076126099,9,-11.120548248291,9,-11.3838396072388,9,0.271109580993652,9,0.797948896884918,9,0.13329815864563,6239,0,210,0.797150671482086,9,-352.626159667969,9,-1.56988716125488
"31",0,217,3224.70475474337,0,217,31369088,0,217,6448.322265625,0,217,4106.03173828125,0,217,20816738,0,217,0.470820873975754,0,217,31158.693359375,10,1.5908008813858,10,0.973202228546143,10,0.0540925860404968,10,-10.9225854873657,10,-11.3666210174561,10,0.27236419916153,10,0.772523105144501,10,0.132890418171883,6239,0,217,-0.272531747817993,10,-352.219482421875,10,-1.36976301670074
"32",0,224,2654.8469241009,0,224,31347254,0,224,4180.75732421875,0,224,2782.87451171875,0,224,20842162,0,224,0.403584539890289,0,224,24100.681640625,11,1.5921733379364,11,0.988087952136993,11,0.0550002120435238,11,-10.7912368774414,11,-11.772068977356,11,0.279144257307053,11,0.752032279968262,11,0.134717524051666,6239,0,224,1.62919545173645,11,-351.725006103516,11,-1.1498316526413
"33",0,231,2145.18354052091,0,231,31333434,0,231,2644.7939453125,0,231,1797.32946777344,0,231,20858504,0,231,0.300383448600769,0,231,15357.044921875,12,1.5921733379364,12,0.988087952136993,12,0.0550002120435238,12,-10.7912368774414,12,-11.772068977356,12,0.279144257307053,12,0.752032279968262,12,0.134717524051666,6239,0,231,0.00184631149750203,12,-351.725006103516,12,-1.1498316526413
"34",0,238,832.007424482194,0,238,31324602,0,238,1864.45629882812,0,238,1195.34826660156,0,238,20868718,0,238,0.449829250574112,0,238,9611.2734375,13,1.5921733379364,13,0.988087952136993,13,0.0550002120435238,13,-10.7912368774414,13,-11.772068977356,13,0.279144257307053,13,0.752032279968262,13,0.134717524051666,6239,0,238,-0.838949203491211,13,-351.725006103516,13,-1.1498316526413
"35",0,245,784.652869802483,0,245,31318398,0,245,1163.12866210938,0,245,801.376647949219,0,245,20876018,0,245,0.254915982484818,0,245,6905.44384765625,14,1.59495651721954,14,0.979929566383362,14,0.0544472523033619,14,-10.6395444869995,14,-11.8292026519775,14,0.278986513614655,14,0.846612632274628,14,0.132339134812355,6239,0,245,0.00445269700139761,14,-352.118743896484,14,-1.31295490264893
"36",0,252,433.429823458503,0,252,31315428,0,252,514.190856933594,0,252,365.186309814453,0,252,20880074,0,252,0.207944825291634,0,252,3619.45971679688,15,1.59495651721954,15,0.979929566383362,15,0.0544472523033619,15,-10.6395444869995,15,-11.8292026519775,15,0.278986513614655,15,0.846612632274628,15,0.132339134812355,6239,0,252,0.848719537258148,15,-352.118743896484,15,-1.31295490264893
"37",0,259,172.433051355245,0,259,31314284,0,259,173.995330810547,0,259,133.619323730469,0,259,20881788,0,259,-0.0521556697785854,0,259,1483.53796386719,16,1.59495651721954,16,0.979929566383362,16,0.0544472523033619,16,-10.6395444869995,16,-11.8292026519775,16,0.278986513614655,16,0.846612632274628,16,0.132339134812355,6239,0,259,-0.0099406111985445,16,-352.118743896484,16,-1.31295490264893
