"","y.np","y.time","y.value","S.np","S.time","S.value","E.np","E.time","E.value","I.np","I.time","I.value","R.np","R.time","R.value","sigma.np","sigma.value","beta.np","beta.value","gamma.np","gamma.value","tau.np","tau.value","clock","loglikelihood.np","loglikelihood.value","logprior.np","logprior.value"
"1466",28,70,5009.4056022758,28,70,772885,28,70,99886.296875,28,70,86384.046875,28,70,36385.1328125,65,0.247092306613922,65,0.473655700683594,65,0.0687529072165489,65,0.985437572002411,11378,65,36.7907257080078,65,1.76233863830566
"1467",28,77,34349.1756633302,28,77,466179.28125,28,77,197116.9375,28,77,215705.84375,28,77,107787.125,66,0.230017185211182,66,0.47575056552887,66,0.0686337351799011,66,0.988408088684082,11378,66,35.7287712097168,66,3.48103857040405
"1468",28,84,5221.9728501371,28,84,170469.5,28,84,198549.71875,28,84,350485.78125,28,84,249869.96875,67,0.230017185211182,67,0.47575056552887,67,0.0686337351799011,67,0.988408088684082,11378,67,35.7287712097168,67,3.48103857040405
"1469",28,91,972.815447779684,28,91,47384.421875,28,91,106460.0625,28,91,362683.03125,28,91,430685.9375,68,0.209766507148743,68,0.485788404941559,68,0.0692291781306267,68,0.976457536220551,11378,68,32.3197784423828,68,4.82066011428833
"1470",28,98,7214.85953367057,28,98,15276.3046875,28,98,41028.80859375,28,98,280752.5625,28,98,590560.9375,69,0.231858715415001,69,0.470857083797455,69,0.0686355605721474,69,0.971903026103973,11378,69,34.7311592102051,69,3.16638898849487
"1471",28,105,313.720390851399,28,105,6793.419921875,28,105,14105.912109375,28,105,187682.765625,28,105,705009.25,70,0.231858715415001,70,0.470857083797455,70,0.0686355605721474,70,0.971903026103973,11378,70,34.7311592102051,70,3.16638898849487
"1472",28,112,58.7610755141938,28,112,4030.236328125,28,112,4811.15478515625,28,112,116960.4296875,28,112,778751.4375,71,0.247703731060028,71,0.473341435194016,71,0.0703426897525787,71,0.975471138954163,11378,71,36.4593849182129,71,1.67897176742554
"1473",28,119,105.404814913151,28,119,2927.40478515625,28,119,1728.46142578125,28,119,70458.1796875,28,119,823905,72,0.256480127573013,72,0.465231388807297,72,0.0702221468091011,72,0.93035489320755,11378,72,36.2460327148438,72,0.241560474038124
"1474",28,126,22.5534543652225,28,126,2418.55078125,28,126,679.396179199219,28,126,41742.55078125,28,126,850873.1875,73,0.256480127573013,73,0.465231388807297,73,0.0702221468091011,73,0.93035489320755,11378,73,36.2460327148438,73,0.241560474038124
"1475",28,133,13.6818414450675,28,133,2160.90356445312,28,133,296.678039550781,28,133,24524.23828125,28,133,866782.0625,74,0.256480127573013,74,0.465231388807297,74,0.0702221468091011,74,0.93035489320755,11378,74,36.2460327148438,74,0.241560474038124
"1476",28,140,10.1742907672706,28,140,2022.81860351562,28,140,142.682800292969,28,140,14346.962890625,28,140,876108.3125,75,0.240431979298592,75,0.465868413448334,75,0.0700176060199738,75,0.963020920753479,11378,75,35.5233993530273,75,2.2094292640686
"1477",28,147,9.99784284401839,28,147,1946.25,28,147,73.8388595581055,28,147,8374.5791015625,28,147,881558.1875,76,0.240431979298592,76,0.465868413448334,76,0.0700176060199738,76,0.963020920753479,11378,76,35.5233993530273,76,2.2094292640686
"1478",28,154,8.39678377237974,28,154,1902.927734375,28,154,40.1131896972656,28,154,4882.6787109375,28,154,884737.4375,77,0.238795071840286,77,0.470404654741287,77,0.065960206091404,77,0.926583826541901,11378,77,33.1681709289551,77,2.53624510765076
"1479",28,161,1.56208513099492,28,161,1878.12353515625,28,161,22.4450874328613,28,161,2844.98779296875,28,161,886590.5,78,0.238795071840286,78,0.470404654741287,78,0.065960206091404,78,0.926583826541901,11378,78,33.1681709289551,78,2.53624510765076
"1480",28,168,5.0649283189341,28,168,1863.82263183594,28,168,12.7764616012573,28,168,1657.11950683594,28,168,887670.0625,79,0.238795071840286,79,0.470404654741287,79,0.065960206091404,79,0.926583826541901,11378,79,33.1681709289551,79,2.53624510765076
"1481",28,175,0.736377529651481,28,175,1855.5439453125,28,175,7.34414768218994,28,175,965.0390625,28,175,888298.75,80,0.26360023021698,80,0.463147938251495,80,0.0677867606282234,80,0.949506223201752,11378,80,36.4535484313965,80,-0.906199991703033
"1482",28,182,1.53294404858636,28,182,1850.73986816406,28,182,4.24491786956787,28,182,561.939880371094,28,182,888664.875,81,0.26360023021698,81,0.463147938251495,81,0.0677867606282234,81,0.949506223201752,11378,81,36.4535484313965,81,-0.906199991703033
"1483",28,189,0.453287325852431,28,189,1847.94836425781,28,189,2.46123242378235,28,189,327.196655273438,28,189,888878.0625,82,0.26360023021698,82,0.463147938251495,82,0.0677867606282234,82,0.949506223201752,11378,82,36.4535484313965,82,-0.906199991703033
"1484",28,196,0.0443549943488459,28,196,1846.32495117188,28,196,1.42956924438477,28,196,190.507919311523,28,196,889002.1875,83,0.209448307752609,83,0.506387710571289,83,0.0690676718950272,83,0.933138906955719,11378,83,31.5628452301025,83,5.42286539077759
"1485",28,203,0.0146056124403441,28,203,1845.38037109375,28,203,0.831182241439819,28,203,110.919708251953,28,203,889074.5,84,0.209448307752609,84,0.506387710571289,84,0.0690676718950272,84,0.933138906955719,11378,84,31.5628452301025,84,5.42286539077759
"1486",28,210,0.0129544497114005,28,210,1844.83056640625,28,210,0.483546704053879,28,210,64.5802230834961,28,210,889116.5625,85,0.209448307752609,85,0.506387710571289,85,0.0690676718950272,85,0.933138906955719,11378,85,31.5628452301025,85,5.42286539077759
"1487",28,217,0.0271196044918429,28,217,1844.51062011719,28,217,0.28140053153038,28,217,37.5999755859375,28,217,889141.0625,86,0.209448307752609,86,0.506387710571289,86,0.0690676718950272,86,0.933138906955719,11378,86,31.5628452301025,86,5.42286539077759
"1488",28,224,0.00444162145706062,28,224,1844.32434082031,28,224,0.163792714476585,28,224,21.8914203643799,28,224,889155.3125,87,0.204847902059555,87,0.485303908586502,87,0.0699572563171387,87,0.918216645717621,11378,87,27.3475093841553,87,4.89516162872314
"1489",28,231,0.00192385993206726,28,231,1844.2158203125,28,231,0.0953481644392014,28,231,12.7455739974976,28,231,889163.625,88,0.204847902059555,88,0.485303908586502,88,0.0699572563171387,88,0.918216645717621,11378,88,27.3475093841553,88,4.89516162872314
"1490",28,238,0.00668211160671314,28,238,1844.15270996094,28,238,0.0555083006620407,28,238,7.42069005966187,28,238,889168.5,89,0.213590711355209,89,0.48432731628418,89,0.0742646381258965,89,0.931646108627319,11378,89,28.8107948303223,89,4.66079187393188
"1491",28,245,0.00222573771670736,28,245,1844.11596679688,28,245,0.032316155731678,28,245,4.32044887542725,28,245,889171.3125,90,0.226228639483452,90,0.480335235595703,90,0.0714813768863678,90,0.991889417171478,11378,90,35.2060966491699,90,3.90268659591675
"1492",28,252,0.0015433942338864,28,252,1844.09460449219,28,252,0.0188144203275442,28,252,2.51543593406677,28,252,889172.9375,91,0.242477864027023,91,0.471926867961884,91,0.0665828958153725,91,0.998857259750366,11378,91,36.2753562927246,91,2.21699380874634
"1493",28,259,0.00022843991605318,28,259,1844.08215332031,28,259,0.0109538650140166,28,259,1.46452760696411,28,259,889173.875,92,0.242477864027023,92,0.471926867961884,92,0.0665828958153725,92,0.998857259750366,11378,92,36.2753562927246,92,2.21699380874634
"1494",28,266,0.000894187538392076,28,266,1844.07482910156,28,266,0.0063774511218071,28,266,0.85267162322998,28,266,889174.4375,93,0.229314371943474,93,0.479792952537537,93,0.0696631744503975,93,0.954911231994629,11378,93,35.1553916931152,93,3.67056655883789
"1495",28,273,0.000236466327392322,28,273,1844.07067871094,28,273,0.00371303223073483,28,273,0.496439129114151,28,273,889174.75,94,0.219112366437912,94,0.479374706745148,94,0.0675608962774277,94,0.959819436073303,11378,94,32.8110084533691,94,4.27362012863159
"1496",28,280,8.65048983540055e-05,28,280,1844.06823730469,28,280,0.00216177944093943,28,280,0.289034813642502,28,280,889174.9375,95,0.218712627887726,95,0.492000609636307,95,0.0706957280635834,95,0.960303544998169,11378,95,33.797534942627,95,4.69392204284668
"1497",28,287,4.1744680530308e-05,28,287,1844.06677246094,28,287,0.00125862006098032,28,287,0.168280705809593,28,287,889175.0625,96,0.21993100643158,96,0.475699603557587,96,0.0732068493962288,96,0.955618619918823,11378,96,30.8577041625977,96,4.10826396942139
"1498",28,294,2.25716379691103e-05,28,294,1844.06591796875,28,294,0.000732787884771824,28,294,0.0979757234454155,28,294,889175.125,97,0.217723429203033,97,0.483412057161331,97,0.0711224898695946,97,0.951722621917725,11378,97,32.9743537902832,97,4.47100591659546
"1499",28,301,5.99487845945195e-05,28,301,1844.0654296875,28,301,0.000426640559453517,28,301,0.0570430345833302,28,301,889175.1875,98,0.212960541248322,98,0.499322950839996,98,0.0709908530116081,98,0.978775858879089,11378,98,33.1977272033691,98,5.13383388519287
"1500",28,308,3.69932187064894e-06,28,308,1844.06518554688,28,308,0.000248396856477484,28,308,0.0332113690674305,28,308,889175.1875,99,0.211789518594742,99,0.492920011281967,99,0.068381167948246,99,0.986535847187042,11378,99,34.5329513549805,99,4.98515892028809
"1501",28,315,1.31979283635339e-05,28,315,1844.06494140625,28,315,0.000144620600622147,28,315,0.0193361900746822,28,315,889175.1875,100,0.230682626366615,100,0.484670907258987,100,0.0675372779369354,100,0.971188843250275,11378,100,35.4015235900879,100,3.7269983291626
"1502",28,322,2.15766989711655e-06,28,322,1844.06494140625,28,322,8.42004155856557e-05,28,322,0.0112578403204679,28,322,889175.1875,101,0.21920520067215,101,0.478832930326462,101,0.0686947777867317,101,0.954082071781158,11378,101,32.7716369628906,101,4.2513575553894
"1503",28,329,1.3923908728392e-06,28,329,1844.06481933594,28,329,4.90228267153725e-05,28,329,0.00655449461191893,28,329,889175.1875,102,0.253702640533447,102,0.468940556049347,102,0.0694126337766647,102,0.98334264755249,11378,102,37.1994438171387,102,0.761016130447388
"1504",28,336,9.74825044401059e-07,28,336,1844.06481933594,28,336,2.85418736893917e-05,28,336,0.00381613173522055,28,336,889175.1875,103,0.253702640533447,103,0.468940556049347,103,0.0694126337766647,103,0.98334264755249,11378,103,37.1994438171387,103,0.761016130447388
"1505",28,343,1.07827152678996e-06,28,343,1844.06481933594,28,343,1.66175359481713e-05,28,343,0.00222181295976043,28,343,889175.1875,104,0.222368478775024,104,0.478932946920395,104,0.0658202841877937,104,0.982008159160614,11378,104,33.3624725341797,104,4.08893394470215
"1506",28,350,9.04481014837551e-07,28,350,1844.06481933594,28,350,9.6749945441843e-06,28,350,0.0012935750419274,28,350,889175.1875,105,0.227122515439987,105,0.477377384901047,105,0.0707239359617233,105,0.993662178516388,11378,105,35.4348297119141,105,3.74368906021118
"1507",28,357,3.08521082236127e-07,28,357,1844.06481933594,28,357,5.63293679078924e-06,28,357,0.000753140135202557,28,357,889175.1875,106,0.242176726460457,106,0.476212412118912,106,0.0707573741674423,106,0.994842231273651,11378,106,36.4910583496094,106,2.39975738525391
"1508",28,364,8.87757783127182e-08,28,364,1844.06481933594,28,364,3.27958605339518e-06,28,364,0.000438490242231637,28,364,889175.1875,107,0.242176726460457,107,0.476212412118912,107,0.0707573741674423,107,0.994842231273651,11378,107,36.4910583496094,107,2.39975738525391
"1509",29,7,0.111351964086961,29,7,999997.0625,29,7,1.52596640586853,29,7,1.13411068916321,29,7,0.274861484766006,108,0.223024427890778,108,0.483010411262512,108,0.0702336132526398,108,0.997840583324432,11378,108,35.5028991699219,108,4.18807888031006
